Date,SKU,ProductName,Category,Material,Style,Color,Gender,Occasion,Weight(gms),Price,Price(INR),Quantity_Sold,Revenue,Rating,Stock
2025-03-01,RJ0115,Silver Bracelet,Bangle,Pearl,Minimal,White,Women,Daily Wear,52.97,169000.14,192159.58,27,4563003.78,3.4,50
2025-04-01,RJ0115,Silver Bracelet,Bangle,Pearl,Minimal,White,Women,Daily Wear,52.97,157664.9,192159.58,26,4099287.4,3.4,50
2025-05-01,RJ0115,Silver Bracelet,Bangle,Pearl,Minimal,White,Women,Daily Wear,52.97,161108.05,192159.58,26,4188809.3,3.4,50
2025-06-01,RJ0115,Silver Bracelet,Bangle,Pearl,Minimal,White,Women,Daily Wear,52.97,158527.98,192159.58,28,4438783.44,3.4,50
2025-07-01,RJ0115,Silver Bracelet,Bangle,Pearl,Minimal,White,Women,Daily Wear,52.97,167917.04,192159.58,25,4197926.0,3.4,50
2025-08-01,RJ0115,Silver Bracelet,Bangle,Pearl,Minimal,White,Women,Daily Wear,52.97,163386.66,192159.58,22,3594506.52,3.4,50
2025-09-01,RJ0115,Silver Bracelet,Bangle,Pearl,Minimal,White,Women,Daily Wear,52.97,154763.45,192159.58,34,5261957.3,3.4,50
2025-10-01,RJ0115,Silver Bracelet,Bangle,Pearl,Minimal,White,Women,Daily Wear,52.97,157897.62,192159.58,35,5526416.7,3.4,50
2025-11-01,RJ0115,Silver Bracelet,Bangle,Pearl,Minimal,White,Women,Daily Wear,52.97,161264.77,192159.58,42,6773120.34,3.4,50
2025-12-01,RJ0115,Silver Bracelet,Bangle,Pearl,Minimal,White,Women,Daily Wear,52.97,163626.4,192159.58,36,5890550.4,3.4,50
2024-01-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5119.9,111664.87,14,71678.6,4.9,47
2024-02-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5417.09,111664.87,13,70422.17,4.9,47
2024-03-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,4933.99,111664.87,14,69075.86,4.9,47
2024-04-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5284.01,111664.87,17,89828.17,4.9,47
2024-05-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5252.97,111664.87,18,94553.46,4.9,47
2024-06-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5112.57,111664.87,20,102251.4,4.9,47
2024-07-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,4925.54,111664.87,13,64032.02,4.9,47
2024-08-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5110.31,111664.87,14,71544.34,4.9,47
2024-09-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5108.12,111664.87,18,91946.16,4.9,47
2024-10-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5053.25,111664.87,20,101065.0,4.9,47
2024-11-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5250.76,111664.87,20,105015.2,4.9,47
2024-12-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5292.71,111664.87,18,95268.78,4.9,47
2025-01-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5347.04,111664.87,13,69511.52,4.9,47
2025-02-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5008.19,111664.87,11,55090.09,4.9,47
2025-03-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5293.77,111664.87,13,68819.01,4.9,47
2025-04-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5348.94,111664.87,13,69536.22,4.9,47
2025-05-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5388.56,111664.87,17,91605.52,4.9,47
2025-06-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5216.05,111664.87,16,83456.8,4.9,47
2025-07-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,4959.0,111664.87,14,69426.0,4.9,47
2025-08-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5130.31,111664.87,15,76954.65,4.9,47
2025-09-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5331.85,111664.87,17,90641.45,4.9,47
2025-10-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5120.28,111664.87,19,97285.32,4.9,47
2025-11-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5241.97,111664.87,23,120565.31,4.9,47
2025-12-01,RJ0116,Gemstone Bracelet,Ring,Silver,Antique,White,Men,Daily Wear,71.62,5374.78,111664.87,19,102120.82,4.9,47
2024-01-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,167592.08,284123.78,25,4189802.0,2.5,54
2024-02-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,169929.26,284123.78,21,3568514.46,2.5,54
2024-03-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,183477.02,284123.78,21,3853017.42,2.5,54
2024-04-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,170443.58,284123.78,23,3920202.34,2.5,54
2024-05-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,183675.79,284123.78,25,4591894.75,2.5,54
2024-06-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,184144.82,284123.78,22,4051186.04,2.5,54
2024-07-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,185397.39,284123.78,18,3337153.02,2.5,54
2024-08-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,182831.63,284123.78,16,2925306.08,2.5,54
2024-09-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,175931.46,284123.78,22,3870492.12,2.5,54
2024-10-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,177380.85,284123.78,21,3724997.85,2.5,54
2024-11-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,173708.68,284123.78,22,3821590.96,2.5,54
2024-12-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,175299.87,284123.78,17,2980097.79,2.5,54
2025-01-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,176529.49,284123.78,11,1941824.39,2.5,54
2025-02-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,171394.73,284123.78,9,1542552.57,2.5,54
2025-03-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,183219.44,284123.78,11,2015413.84,2.5,54
2025-04-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,171721.14,284123.78,9,1545490.26,2.5,54
2025-05-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,177904.52,284123.78,10,1779045.2,2.5,54
2025-06-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,176573.79,284123.78,10,1765737.9,2.5,54
2025-07-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,186185.28,284123.78,7,1303296.96,2.5,54
2025-08-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,177367.52,284123.78,6,1064205.12,2.5,54
2025-09-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,185058.85,284123.78,6,1110353.1,2.5,54
2025-10-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,173408.78,284123.78,6,1040452.68,2.5,54
2025-11-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,173309.54,284123.78,7,1213166.78,2.5,54
2025-12-01,RJ0117,Pearl Ring,Bracelet,Rose Gold,Luxury,Green,Unisex,Gift,32.35,180649.54,284123.78,5,903247.7,2.5,54
2024-01-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,134928.77,216774.1,10,1349287.7,2.6,98
2024-02-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,136362.31,216774.1,8,1090898.48,2.6,98
2024-03-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,128995.6,216774.1,10,1289956.0,2.6,98
2024-04-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,133075.71,216774.1,10,1330757.1,2.6,98
2024-05-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,130331.09,216774.1,10,1303310.9,2.6,98
2024-06-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,124924.19,216774.1,12,1499090.28,2.6,98
2024-07-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,136140.52,216774.1,8,1089124.16,2.6,98
2024-08-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,136738.89,216774.1,11,1504127.79,2.6,98
2024-09-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,127529.25,216774.1,11,1402821.75,2.6,98
2024-10-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,129990.35,216774.1,14,1819864.9,2.6,98
2024-11-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,134045.28,216774.1,15,2010679.2,2.6,98
2024-12-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,127138.06,216774.1,13,1652794.78,2.6,98
2025-01-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,125501.99,216774.1,8,1004015.92,2.6,98
2025-02-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,133788.94,216774.1,8,1070311.52,2.6,98
2025-03-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,128211.47,216774.1,10,1282114.7,2.6,98
2025-04-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,134184.58,216774.1,11,1476030.38,2.6,98
2025-05-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,132717.58,216774.1,10,1327175.8,2.6,98
2025-06-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,135574.38,216774.1,10,1355743.8,2.6,98
2025-07-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,134515.65,216774.1,9,1210640.85,2.6,98
2025-08-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,137730.62,216774.1,11,1515036.82,2.6,98
2025-09-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,132672.76,216774.1,15,1990091.4,2.6,98
2025-10-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,134673.47,216774.1,13,1750755.11,2.6,98
2025-11-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,134987.04,216774.1,16,2159792.64,2.6,98
2025-12-01,RJ0118,Silver Earrings,Bracelet,Gemstone,Traditional,Green,Unisex,Festive,10.38,128208.05,216774.1,14,1794912.7,2.6,98
2024-01-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,235546.9,204302.9,19,4475391.1,4.1,11
2024-02-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,249379.43,204302.9,14,3491312.02,4.1,11
2024-03-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,245504.82,204302.9,19,4664591.58,4.1,11
2024-04-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,238554.79,204302.9,20,4771095.8,4.1,11
2024-05-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,238792.22,204302.9,22,5253428.84,4.1,11
2024-06-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,235037.43,204302.9,25,5875935.75,4.1,11
2024-07-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,253438.44,204302.9,18,4561891.92,4.1,11
2024-08-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,247969.5,204302.9,19,4711420.5,4.1,11
2024-09-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,248517.69,204302.9,22,5467389.18,4.1,11
2024-10-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,250723.42,204302.9,27,6769532.34,4.1,11
2024-11-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,245102.25,204302.9,28,6862863.0,4.1,11
2024-12-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,235563.21,204302.9,25,5889080.25,4.1,11
2025-01-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,251873.81,204302.9,18,4533728.58,4.1,11
2025-02-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,243504.91,204302.9,18,4383088.38,4.1,11
2025-03-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,255802.7,204302.9,20,5116054.0,4.1,11
2025-04-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,247952.62,204302.9,18,4463147.16,4.1,11
2025-05-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,247159.58,204302.9,23,5684670.34,4.1,11
2025-06-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,246174.62,204302.9,19,4677317.78,4.1,11
2025-07-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,238038.75,204302.9,19,4522736.25,4.1,11
2025-08-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,232331.27,204302.9,17,3949631.59,4.1,11
2025-09-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,238361.36,204302.9,24,5720672.64,4.1,11
2025-10-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,256108.83,204302.9,23,5890503.09,4.1,11
2025-11-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,236787.9,204302.9,32,7577212.8,4.1,11
2025-12-01,RJ0119,Gold Bracelet,Pendant,Pearl,Bridal,Rose,Unisex,Festive,49.68,249001.11,204302.9,25,6225027.75,4.1,11
2024-01-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,48047.95,164029.88,33,1585582.35,3.8,19
2024-02-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,51897.22,164029.88,25,1297430.5,3.8,19
2024-03-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,50402.75,164029.88,31,1562485.25,3.8,19
2024-04-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,50628.94,164029.88,26,1316352.44,3.8,19
2024-05-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,51259.43,164029.88,28,1435264.04,3.8,19
2024-06-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,52062.83,164029.88,29,1509822.07,3.8,19
2024-07-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,52663.64,164029.88,26,1369254.64,3.8,19
2024-08-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,48486.81,164029.88,22,1066709.82,3.8,19
2024-09-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,48493.66,164029.88,32,1551797.12,3.8,19
2024-10-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,49483.29,164029.88,32,1583465.28,3.8,19
2024-11-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,49611.69,164029.88,33,1637185.77,3.8,19
2024-12-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,51761.36,164029.88,30,1552840.8,3.8,19
2025-01-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,48037.79,164029.88,20,960755.8,3.8,19
2025-02-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,47979.6,164029.88,17,815653.2,3.8,19
2025-03-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,52085.12,164029.88,20,1041702.4,3.8,19
2025-04-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,51892.1,164029.88,20,1037842.0,3.8,19
2025-05-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,50973.43,164029.88,16,815574.88,3.8,19
2025-06-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,51191.94,164029.88,17,870262.98,3.8,19
2025-07-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,49616.02,164029.88,15,744240.3,3.8,19
2025-08-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,47965.53,164029.88,12,575586.36,3.8,19
2025-09-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,48867.44,164029.88,14,684144.16,3.8,19
2025-10-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,51607.73,164029.88,14,722508.22,3.8,19
2025-11-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,51646.28,164029.88,14,723047.92,3.8,19
2025-12-01,RJ0120,Pearl Necklace,Bracelet,Silver,Casual,Black,Men,Gift,39.01,50960.0,164029.88,12,611520.0,3.8,19
2024-01-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,91548.36,52105.15,27,2471805.72,5.0,17
2024-02-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,92991.24,52105.15,27,2510763.48,5.0,17
2024-03-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,91662.9,52105.15,34,3116538.6,5.0,17
2024-04-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,93942.77,52105.15,26,2442512.02,5.0,17
2024-05-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,94442.99,52105.15,31,2927732.69,5.0,17
2024-06-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,94807.04,52105.15,36,3413053.44,5.0,17
2024-07-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,90815.36,52105.15,27,2452014.72,5.0,17
2024-08-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,90429.6,52105.15,28,2532028.8,5.0,17
2024-09-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,93855.13,52105.15,27,2534088.51,5.0,17
2024-10-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,96559.32,52105.15,34,3283016.88,5.0,17
2024-11-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,88825.97,52105.15,37,3286560.89,5.0,17
2024-12-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,95720.55,52105.15,25,2393013.75,5.0,17
2025-01-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,88855.27,52105.15,18,1599394.86,5.0,17
2025-02-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,91458.71,52105.15,15,1371880.65,5.0,17
2025-03-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,88546.33,52105.15,18,1593833.94,5.0,17
2025-04-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,90979.67,52105.15,18,1637634.06,5.0,17
2025-05-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,93357.48,52105.15,17,1587077.16,5.0,17
2025-06-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,90769.07,52105.15,17,1543074.19,5.0,17
2025-07-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,92576.05,52105.15,14,1296064.7,5.0,17
2025-08-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,91249.87,52105.15,14,1277498.18,5.0,17
2025-09-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,91918.56,52105.15,16,1470696.96,5.0,17
2025-10-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,88964.26,52105.15,16,1423428.16,5.0,17
2025-11-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,89072.02,52105.15,17,1514224.34,5.0,17
2025-12-01,RJ0121,Gemstone Anklet,Earrings,Rose Gold,Traditional,Rose,Women,Wedding,41.83,91433.32,52105.15,12,1097199.84,5.0,17
2024-01-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,234727.28,168768.65,20,4694545.6,3.1,42
2024-02-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,242432.0,168768.65,18,4363776.0,3.1,42
2024-03-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,245149.77,168768.65,20,4902995.4,3.1,42
2024-04-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,244879.39,168768.65,20,4897587.8,3.1,42
2024-05-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,232519.13,168768.65,25,5812978.25,3.1,42
2024-06-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,246158.27,168768.65,24,5907798.48,3.1,42
2024-07-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,255673.31,168768.65,22,5624812.82,3.1,42
2024-08-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,253925.25,168768.65,19,4824579.75,3.1,42
2024-09-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,249804.63,168768.65,29,7244334.27,3.1,42
2024-10-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,254893.65,168768.65,34,8666384.1,3.1,42
2024-11-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,245593.09,168768.65,41,10069316.69,3.1,42
2024-12-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,246813.36,168768.65,31,7651214.16,3.1,42
2025-01-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,236098.51,168768.65,22,5194167.22,3.1,42
2025-02-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,239938.82,168768.65,22,5278654.04,3.1,42
2025-03-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,246874.52,168768.65,21,5184364.92,3.1,42
2025-04-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,256526.55,168768.65,26,6669690.3,3.1,42
2025-05-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,241752.94,168768.65,25,6043823.5,3.1,42
2025-06-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,242261.38,168768.65,30,7267841.4,3.1,42
2025-07-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,240560.55,168768.65,18,4330089.9,3.1,42
2025-08-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,245211.19,168768.65,22,5394646.18,3.1,42
2025-09-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,242514.57,168768.65,31,7517951.67,3.1,42
2025-10-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,253682.88,168768.65,32,8117852.16,3.1,42
2025-11-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,255664.87,168768.65,36,9203935.32,3.1,42
2025-12-01,RJ0122,Diamond Ring,Anklet,Gemstone,Traditional,Rose,Men,Gift,59.6,250866.39,168768.65,32,8027724.48,3.1,42
2024-01-01,RJ0123,Silver Earrings,Necklace,Pearl,Casual,Black,Men,Wedding,58.09,121860.3,138718.88,11,1340463.3,3.6,3
2024-02-01,RJ0123,Silver Earrings,Necklace,Pearl,Casual,Black,Men,Wedding,58.09,113572.66,138718.88,9,1022153.94,3.6,3
